GENE	SYMBOL	CHR	START	STOP	NSNPS	N	ZSTAT	P
343637	RSPO4	20	939095	982907	225	929199	1.895	0.029049
9491	PSMF1	20	1093872	1149017	159	956740	-0.86711	0.80706
55321	TMEM74B	20	1161213	1166077	8	878056	-0.012383	0.50494
400831	C20orf202	20	1184098	1188918	12	971659	-0.6287	0.73523
642636	RAD21L1	20	1206707	1235988	84	955975	-1.1098	0.86645
9751	SNPH	20	1246948	1289971	140	949938	0.053067	0.47884
27111	SDCBP2	20	1290553	1309879	87	958595	2.5714	0.0050639
2280	FKBP1A	20	1349621	1373816	65	973965	5.2799	6.4632e-08
55968	NSFL1C	20	1422807	1448345	52	956555	1.4019	0.080472
284759	SIRPB2	20	1455236	1472233	68	978074	-0.61246	0.72988
128646	SIRPD	20	1514897	1539489	88	969600	0.60925	0.27118
10326	SIRPB1	20	1545029	1600720	59	939277	0.31893	0.37489
55423	SIRPG	20	1609522	1638425	120	969132	-0.52394	0.69984
140885	SIRPA	20	1874763	1920540	170	901966	0.38301	0.35086
5173	PDYN	20	1959402	1974931	57	949745	-2.3288	0.99006
140901	STK35	20	2082528	2129201	138	956179	2.4315	0.0075182
388780	LINC03086	20	2187574	2193797	25	950340	1.3123	0.094707
7053	TGM3	20	2276613	2321725	135	936087	-1.0361	0.84992
343641	TGM6	20	2361554	2413399	214	966191	-1.336	0.90922
6628	SNRPB	20	2442281	2451499	14	940918	-1.2784	0.89944
79175	ZNF343	20	2462463	2489778	84	913156	-2.0169	0.97815
117532	TMC2	20	2517253	2622494	439	960255	-1.5086	0.9343
10528	NOP56	20	2633178	2639039	20	941663	-0.51427	0.69647
3420	IDH3B	20	2639041	2644865	17	928613	-1.1788	0.88076
57593	EBF4	20	2673524	2740754	201	935507	1.0091	0.15647
56265	CPXM1	20	2774715	2781292	19	942006	2.6188	0.0044123
128653	C20orf141	20	2795633	2796476	3	923047	1.6129	0.053382
100288797	TMEM239	20	2796585	2797804	1	909331	3.9581	3.777e-05
64773	PCED1A	20	2815960	2821889	17	940119	3.4198	0.00031332
64601	VPS16	20	2821373	2847378	96	956642	2.0231	0.021532
5786	PTPRA	20	2844841	3019316	361	934332	4.1054	2.0181e-05
2797	GNRH2	20	3024268	3026391	4	990835	4.3128	8.0609e-06
64949	MRPS26	20	3026675	3028896	5	907094	0.94488	0.17236
5020	OXT	20	3052266	3053163	3	838602	-1.3497	0.91144
551	AVP	20	3063202	3065370	3	887005	0.77213	0.22002
22888	UBOX5	20	3088219	3140556	148	931239	3.6318	0.00014072
60493	FASTKD5	20	3127165	3140532	40	932850	3.5061	0.00022733
9762	LZTS3	20	3143263	3154238	38	923649	2.5997	0.0046649
65992	DDRGK1	20	3171012	3185295	76	936496	2.4783	0.006601
3704	ITPA	20	3189514	3204516	70	952646	1.7618	0.039055
83959	SLC4A11	20	3208063	3222109	62	942827	2.8805	0.0019853
25943	DNAAF9	20	3229948	3388587	681	972360	3.869	5.4641e-05
8455	ATRN	20	3451665	3631769	577	959842	2.4892	0.0064018
64096	GFRA4	20	3639939	3644046	19	958694	-0.82914	0.79649
80332	ADAM33	20	3648620	3662755	70	936545	-1.2366	0.89189
6614	SIGLEC1	20	3667617	3693213	115	964449	-0.08577	0.53418
116835	HSPA12B	20	3713317	3733758	50	954906	-1.5043	0.93375
54976	ADISSP	20	3734146	3749035	64	925607	0.18704	0.42581
25876	SPEF1	20	3758151	3762113	7	964734	-0.17131	0.56801
1059	CENPB	20	3764498	3767337	3	898088	0.15585	0.43808
994	CDC25B	20	3767419	3786765	48	949236	-0.27749	0.6093
55317	AP5S1	20	3801171	3805954	7	995461	0.82707	0.2041
57506	MAVS	20	3827446	3856770	90	920893	0.82687	0.20416
80025	PANK2	20	3869486	3904538	98	942807	0.16852	0.43309
11237	RNF24	20	3912068	3996216	230	959410	1.0509	0.14666
54498	SMOX	20	4129426	4168394	174	933593	-0.90245	0.81659
146	ADRA1D	20	4201278	4229659	107	949799	-0.35789	0.63979
5621	PRNP	20	4666797	4682235	42	935260	-0.67743	0.75093
23627	PRND	20	4702556	4709106	35	899883	1.3548	0.087744
9770	RASSF2	20	4760669	4804291	260	959511	0.25293	0.40016
9962	SLC23A2	20	4833002	4990939	419	936859	2.1182	0.017078
29058	TMEM230	20	5049129	5093736	97	957398	-0.64561	0.74073
5111	PCNA	20	5095599	5107268	17	965652	-0.43562	0.66844
8760	CDS2	20	5107407	5178533	187	933491	0.34313	0.36575
128674	PROKR2	20	5281711	5297378	156	959769	-2.1383	0.98375
56261	GPCPD1	20	5525080	5591672	191	960796	2.7538	0.0029452
149840	SHLD1	20	5731043	5844558	464	944202	-1.0667	0.85694
1114	CHGB	20	5891974	5906007	44	969291	-0.73625	0.76921
51605	TRMT6	20	5918479	5931204	54	974459	-2.0586	0.98023
84515	MCM8	20	5931298	5975852	148	963070	-0.24388	0.59634
54675	CRLS1	20	5986739	6020699	105	963651	1.9919	0.023193
164312	LRRN4	20	6021192	6034726	49	947080	1.8784	0.030166
55612	FERMT1	20	6055492	6104191	262	965993	-0.11355	0.5452
650	BMP2	20	6748745	6760910	35	931852	-1.0214	0.84646
54363	HAO1	20	7863631	7921093	155	966126	-2.411	0.99205
56255	TMX4	20	7961713	8000393	121	941683	-0.057501	0.52293
23236	PLCB1	20	8112912	8865547	2682	961957	2.8274	0.0023461
5332	PLCB4	20	9049357	9461463	980	953257	2.7846	0.0026798
24141	LAMP5	20	9495005	9511171	69	953204	0.29479	0.38408
57144	PAK5	20	9518037	9819687	1105	963004	-2.0383	0.97924
63926	ANKEF1	20	10015697	10037407	53	954409	0.21383	0.41534
6616	SNAP25	20	10199477	10288068	246	946908	-0.14394	0.55723
8195	MKKS	20	10385428	10414887	115	960371	-1.0987	0.86405
128710	SLX4IP	20	10415951	10604551	675	954980	3.5816	0.00017074
182	JAG1	20	10618332	10654694	129	953052	5.0786	1.9009e-07
22903	BTBD3	20	11871377	11907243	102	948605	-0.26684	0.60521
55304	SPTLC3	20	12989627	13147411	804	971998	2.3295	0.0099169
140862	ISM1	20	13202418	13281297	359	948277	1.5066	0.065958
55617	TASP1	20	13370036	13619583	792	914079	0.13808	0.44509
51575	ESF1	20	13694969	13765579	223	965053	0.045614	0.48181
79133	NDUFAF5	20	13765672	13799067	116	966878	0.3375	0.36787
80343	SEL1L2	20	13829635	13975979	460	971805	1.1387	0.12741
140733	MACROD2	20	13976146	16033842	7089	960158	3.8368	6.233e-05
23767	FLRT3	20	14304639	14318313	34	969038	0.44167	0.32936
55614	KIF16B	20	16252742	16554079	1235	968500	2.539	0.0055585
6629	SNRPB2	20	16710609	16722417	45	956033	-0.17679	0.57016
56914	OTOR	20	16728998	16732809	18	936083	-1.5443	0.93874
5126	PCSK2	20	17206752	17465223	1178	962150	-0.21258	0.58417
631	BFSP1	20	17474550	17549865	298	928689	-1.5258	0.93647
11034	DSTN	20	17549818	17588887	96	962962	-0.52886	0.70155
6238	RRBP1	20	17594323	17662934	183	940462	1.4581	0.072413
140836	BANF2	20	17674320	17716517	178	966551	3.6557	0.00012822
27131	SNX5	20	17922244	17949490	98	981254	0.71861	0.23619
92667	MGME1	20	17949534	17971765	77	967465	0.64578	0.25921
58495	OVOL2	20	18004796	18039834	162	945035	0.086347	0.4656
100303755	PET117	20	18118499	18169016	193	957981	-2.1175	0.98289
57325	KAT14	20	18122868	18169031	169	960709	-1.9036	0.97152
7692	ZNF133	20	18268872	18297640	95	973639	-0.2048	0.58114
55184	DZANK1	20	18364011	18447995	298	967088	0.12213	0.4514
10621	POLR3F	20	18448033	18465287	59	971176	0.043712	0.48257
10741	RBBP9	20	18467184	18477899	34	956293	0.83521	0.2018
10483	SEC23B	20	18488188	18542059	229	938159	-0.065606	0.52615
92675	DTD1	20	18568556	18744561	743	966288	2.5476	0.0054231
100128496	SCP2D1-AS1	20	18790372	18810839	72	952866	-0.97367	0.83489
140856	SCP2D1	20	18794370	18795036	3	996890	-1.2019	0.88529
57419	SLC24A3	20	19193290	19703541	1834	956078	0.87039	0.19204
54453	RIN2	20	19738254	19983103	963	955473	0.69794	0.24261
51126	NAA20	20	19997934	20014273	35	950871	0.047224	0.48117
51340	CRNKL1	20	20015005	20036690	88	963471	0.35878	0.35988
26074	CFAP61	20	20033158	20341359	1071	964035	0.054528	0.47826
57186	RALGAPA2	20	20370202	20693281	503	926192	-0.10959	0.54363
55857	KIZ	20	21106624	21227260	226	936185	-0.73724	0.76951
22803	XRN2	20	21283942	21370463	180	957137	0.71895	0.23609
4821	NKX2-2	20	21491655	21494664	7	927260	0.10383	0.45865
5075	PAX1	20	21686297	21699124	13	908049	-0.33102	0.62968
3170	FOXA2	20	22561642	22566101	6	947086	0.31463	0.37652
6754	SSTR4	20	23016057	23017314	7	955156	2.5071	0.0060861
7056	THBD	20	23026270	23030301	9	951098	0.851	0.19739
22918	CD93	20	23059993	23066977	14	960060	0.8242	0.20491
29107	NXT1	20	23331373	23335408	17	967369	-3.0982	0.99903
64412	GZF1	20	23342769	23353683	35	974265	-1.296	0.90252
63908	NAPB	20	23355156	23402156	180	979456	-1.9412	0.97388
128817	CSTL1	20	23420322	23425567	21	963731	-1.4332	0.9241
140880	CST11	20	23431041	23433482	4	891254	-1.0558	0.85448
10047	CST8	20	23471766	23476655	18	974212	0.12429	0.45054
128821	CST9L	20	23545369	23549386	25	972883	-1.3501	0.91151
128822	CST9	20	23583047	23586610	10	953761	1.3144	0.094359
1471	CST3	20	23608534	23618685	37	947316	1.9934	0.023107
1472	CST4	20	23666277	23669662	15	950676	-1.4771	0.93018
1469	CST1	20	23728190	23731574	19	898803	-2.0648	0.98053
1470	CST2	20	23804404	23807312	19	930244	-1.0655	0.85668
1473	CST5	20	23856572	23860380	19	943354	-0.69673	0.75702
92086	GGTLC1	20	23965687	23969475	13	903734	-0.23301	0.59212
79953	SYNDIG1	20	24449835	24647253	573	945847	-0.4549	0.67541
8530	CST7	20	24929866	24940564	62	980752	-0.38117	0.64846
57136	APMAP	20	24943566	24973610	104	968880	-0.53317	0.70304
84532	ACSS1	20	24986866	25038818	146	963217	1.3198	0.093452
30813	VSX1	20	25051521	25063015	41	967081	0.14733	0.44144
955	ENTPD6	20	25176327	25207365	120	957422	3.1675	0.00076877
5834	PYGB	20	25228706	25278648	188	968507	3.4188	0.0003145
26090	ABHD12	20	25275379	25371618	259	955472	3.3136	0.00046055
9837	GINS1	20	25388323	25429191	112	956149	3.3155	0.00045739
22981	NINL	20	25433333	25566167	345	946898	3.3097	0.00046705
140838	NANP	20	25593571	25604648	31	956302	2.9381	0.0016513
26152	ZNF337	20	25654744	25677515	56	925918	1.7115	0.043491
245929	DEFB115	20	29845467	29847435	5	982070	2.7249	0.0032159
245930	DEFB116	20	29891015	29896388	12	965819	1.1317	0.12889
117285	DEFB118	20	29956421	29961726	12	949987	0.59697	0.27526
245932	DEFB119	20	29964966	29978452	40	969908	2.2378	0.012616
245934	DEFB121	20	29992648	30006314	45	974954	1.5011	0.066663
245936	DEFB123	20	30028411	30038060	27	977121	2.2741	0.011479
245937	DEFB124	20	30053309	30060816	13	947827	1.2869	0.099065
28954	REM1	20	30063091	30072708	15	955106	2.1277	0.016682
81502	HM13	20	30102213	30158178	119	937840	1.5505	0.060506
3397	ID1	20	30193086	30194318	7	933675	2.2763	0.011414
84701	COX4I2	20	30225685	30232837	16	956388	1.6966	0.044889
598	BCL2L1	20	30252261	30311752	108	947479	1.1853	0.11796
22974	TPX2	20	30326904	30389605	122	947561	1.0669	0.143
85366	MYLK2	20	30407115	30422500	50	975323	1.0899	0.13787
2307	FOXS1	20	30432103	30433420	3	967081	0.76711	0.22151
128853	DUSP15	20	30435441	30458479	55	955650	1.1358	0.12802
164395	TTLL9	20	30458440	30532770	156	960528	0.1253	0.45014
81572	PDRG1	20	30532758	30556513	28	954362	-0.12197	0.54854
343702	XKR7	20	30555805	30586256	67	938170	0.90188	0.18356
140706	CCM2L	20	30598200	30619984	48	936332	0.11349	0.45482
3055	HCK	20	30639991	30689659	119	929108	2.4814	0.006544
9777	TM9SF4	20	30697309	30755061	132	953572	2.1529	0.015662
5326	PLAGL2	20	30780307	30795546	12	953280	2.0431	0.020524
23509	POFUT1	20	30795625	30826467	39	943607	1.7017	0.044407
9371	KIF3B	20	30865443	30922814	95	942266	2.6181	0.0044216
171023	ASXL1	20	30946147	31027122	115	941982	2.7004	0.0034628
140688	NOL4L	20	31030862	31172875	284	935334	2.4435	0.0072721
284805	C20orf203	20	31219427	31261743	98	953418	3.5014	0.00023141
149951	COMMD7	20	31290493	31331814	151	951368	4.4806	3.7213e-06
1789	DNMT3B	20	31350191	31397162	147	961264	1.966	0.024651
22919	MAPRE1	20	31407699	31438211	87	961904	2.9912	0.0013896
388795	EFCAB8	20	31451595	31481113	119	959283	3.1734	0.00075338
140732	SUN5	20	31571579	31592239	106	966326	2.6507	0.0040167
80341	BPIFB2	20	31595384	31611515	52	944090	2.0801	0.018756
128859	BPIFB6	20	31619454	31631853	41	954912	1.7694	0.038414
359710	BPIFB3	20	31643230	31661434	73	953439	1.1567	0.12369
149954	BPIFB4	20	31669318	31699557	143	963627	0.37529	0.35372
140683	BPIFA2	20	31749660	31769223	34	944758	0.55762	0.28855
128861	BPIFA3	20	31805130	31815612	14	937485	-1.38	0.91621
51297	BPIFA1	20	31823802	31831115	23	972268	-0.078719	0.53137
92747	BPIFB1	20	31870941	31897684	58	941606	0.27142	0.39303
51654	CDK5RAP1	20	31946645	31989375	61	913242	5.1591	1.2404e-07
6640	SNTA1	20	31995763	32031698	59	945811	5.237	8.1585e-08
9139	CBFA2T2	20	32077928	32237837	166	903216	4.8068	7.6687e-07
63941	NECAB3	20	32244893	32262264	19	917276	4.8292	6.8552e-07
170487	ACTL10	20	32254304	32256331	3	975498	4.1525	1.6443e-05
1869	E2F1	20	32263292	32274210	20	893434	5.4018	3.2979e-08
11264	PXMP4	20	32290550	32308136	46	939404	4.0463	2.6022e-05
84905	ZNF341	20	32319566	32380075	110	937068	3.5466	0.00019514
128866	CHMP4B	20	32399110	32442173	54	941493	1.9319	0.026686
22913	RALY	20	32581458	32670991	136	938073	4.5118	3.2139e-06
8894	EIF2S2	20	32676115	32700085	25	953022	4.9817	3.1515e-07
434	ASIP	20	32829188	32857150	46	944942	2.9538	0.0015694
191	AHCY	20	32868071	32899608	38	942739	2.4012	0.0081718
83737	ITCH	20	32951041	33099198	223	932499	6.1094	5e-10
83658	DYNLRB1	20	33104193	33128762	29	921097	6.1094	5e-10
84557	MAP1LC3A	20	33134688	33148149	23	956620	6.1094	5e-10
128869	PIGU	20	33148346	33265089	178	949608	6.1094	5e-10
58476	TP53INP2	20	33292147	33301240	10	904502	6.6915	1.1041e-11
23054	NCOA6	20	33302578	33413433	187	949856	6.1094	5e-10
2686	GGT7	20	33432523	33460661	56	956142	6.1094	5e-10
55902	ACSS2	20	33462766	33515769	95	954378	6.1094	5e-10
2937	GSS	20	33516236	33543794	41	966489	7.4475	4.7573e-14
57644	MYH7B	20	33543704	33590240	122	964719	6.1094	5e-10
26133	TRPC4AP	20	33590207	33680618	263	969378	7.374	8.2785e-14
55741	EDEM2	20	33703160	33735161	108	976187	7.3786	7.9992e-14
10544	PROCR	20	33759740	33803771	111	950326	7.7866	3.4417e-15
10893	MMP24	20	33814539	33864804	100	935121	7.5157	2.8311e-14
3692	EIF6	20	33866709	33872619	20	954011	6.8841	2.9077e-12
128876	SACK1C	20	33873534	33880225	10	908774	7.2224	2.5541e-13
55245	UQCC1	20	33890369	33999945	196	963909	6.5474	2.9266e-11
8200	GDF5	20	34021149	34026027	13	967817	5.8993	1.8251e-09
11190	CEP250	20	34042988	34105360	121	941602	3.3924	0.00034642
140873	C20orf173	20	34108569	34117481	16	937125	3.4999	0.00023267
51614	ERGIC3	20	34129778	34145405	36	959735	4.0607	2.4466e-05
6676	SPAG4	20	34203776	34208967	7	945470	4.2808	9.3126e-06
8904	CPNE1	20	34213953	34252878	94	974551	5.1634	1.2126e-07
10137	RBM12	20	34236847	34252878	40	982873	5.1198	1.5297e-07
9054	NFS1	20	34256610	34287287	74	965265	4.4034	5.3277e-06
140823	ROMO1	20	34287232	34288902	4	965412	5.1357	1.4054e-07
9584	RBM39	20	34291531	34330258	113	972857	5.4397	2.6692e-08
51230	PHF20	20	34359923	34538292	462	966633	4.9428	3.8507e-07
51282	SCAND1	20	34541539	34543281	2	1003485	4.6953	1.3308e-06
140894	CNBD2	20	34556529	34618622	98	952032	4.3544	6.6702e-06
2036	EPB41L1	20	34679426	34820721	188	924457	3.1035	0.00095628
25980	AAR2	20	34824339	34844863	23	880674	1.7197	0.042742
22839	DLGAP4	20	34995444	35157040	224	925509	1.4854	0.068716
10398	MYL9	20	35169887	35178226	16	897192	1.4994	0.066888
60436	TGIF2	20	35201876	35222355	17	909277	1.0934	0.13711
100527943	TGIF2-RAB5IF	20	35202957	35240960	42	910700	1.3694	0.085442
55969	RAB5IF	20	35234137	35240960	11	914202	1.0852	0.13893
84174	SLA2	20	35240922	35274619	38	891597	2.1454	0.015961
57446	NDRG3	20	35280169	35374541	105	907974	1.609	0.053806
79980	DSN1	20	35380194	35402578	19	913994	1.8237	0.034095
140710	MTCL2	20	35405845	35492087	126	931434	1.4632	0.071701
140711	TLDC2	20	35504570	35522632	45	957652	3.0349	0.0012033
25939	SAMHD1	20	35519285	35580246	118	953311	3.8994	4.8218e-05
5933	RBL1	20	35624752	35724403	139	947517	3.3518	0.00040148
140699	MROH8	20	35729629	35807974	194	961914	2.585	0.0048687
6185	RPN2	20	35807454	35870026	208	972129	2.8536	0.0021612
2691	GHRH	20	35879489	35887534	21	934793	0.85412	0.19652
63905	MANBAL	20	35918051	35945663	47	930001	0.37164	0.35508
6714	SRC	20	35973088	36033835	158	919226	1.1068	0.1342
10904	BLCAP	20	36145819	36156333	15	950808	-1.2756	0.89894
4826	NNAT	20	36149607	36152092	1	923668	-0.17968	0.5713
56259	CTNNBL1	20	36322357	36500531	343	956683	-0.24692	0.59751
128434	VSTM2L	20	36531499	36573752	146	934259	-0.49869	0.691
9675	TTI1	20	36611419	36661870	79	937280	1.6013	0.054659
58490	RPRD1B	20	36661864	36756182	196	939467	1.5361	0.062252
7052	TGM2	20	36756863	36794910	103	936835	-0.3627	0.64159
85449	KIAA1755	20	36838907	36889174	146	950629	1.012	0.15578
671	BPI	20	36932552	36965907	141	937899	-2.1563	0.98447
3929	LBP	20	36974814	37005653	144	933185	0.5453	0.29277
57148	RALGAPB	20	37101486	37207504	188	933231	-0.10053	0.54004
149685	ADIG	20	37209838	37217104	9	955823	0.29426	0.38428
343578	ARHGAP40	20	37230577	37279295	143	955048	-0.97577	0.83541
140679	SLC32A1	20	37353105	37358015	5	987220	0.43066	0.33336
79913	ACTR5	20	37376933	37401089	111	974280	2.2901	0.011008
26051	PPP1R16B	20	37434348	37551667	337	951146	1.0363	0.15003
81610	SACK1D	20	37554955	37581703	71	955332	1.0902	0.13781
60625	DHX35	20	37590981	37668366	149	950457	1.7599	0.03921
9935	MAFB	20	39314488	39317880	3	912110	0.83121	0.20293
7150	TOP1	20	39657462	39753127	175	957979	5.352	4.3502e-08
5335	PLCG1	20	39766159	39804359	67	957598	5.6308	8.9696e-09
23051	ZHX3	20	39807089	39928766	247	961045	5.6918	6.2841e-09
64900	LPIN3	20	39969495	39989222	58	950400	4.2079	1.2886e-05
90187	EMILIN3	20	39988606	39995498	20	986306	3.3352	0.00042616
84181	CHD6	20	40030741	40247133	567	962610	1.9683	0.024516
11122	PTPRT	20	40701392	41818557	3948	951189	0.45345	0.32511
6431	SRSF6	20	42086504	42092245	15	920916	-1.0952	0.86329
26013	L3MBTL1	20	42136320	42179590	132	957530	2.0833	0.01861
10110	SGK2	20	42187566	42214317	79	918440	-1.5908	0.94417
51098	IFT52	20	42219574	42275862	157	944912	-0.52522	0.70028
4605	MYBL2	20	42295659	42345136	145	942594	0.49511	0.31026
149699	GTSF1L	20	42354801	42355647	1	881517	-0.47218	0.6816
84969	TOX2	20	42543492	42698256	487	938175	1.0222	0.15334
57158	JPH2	20	42740337	42816218	328	950401	4.1225	1.8736e-05
51526	OSER1	20	42824579	42839702	62	957165	4.0652	2.3992e-05
78997	GDAP1L1	20	42875739	42909557	110	953893	0.19864	0.42127
128486	FITM2	20	42935197	42939889	14	951690	0.12579	0.44995
140902	R3HDML	20	42965798	42979432	57	968795	-0.11207	0.54462
3172	HNF4A	20	42984441	43061485	247	957155	3.4163	0.00031742
79183	TTPAL	20	43104526	43123244	31	948265	0.70459	0.24053
10955	SERINC3	20	43124864	43150726	37	953161	0.98492	0.16233
11142	PKIG	20	43160422	43247678	183	946510	-0.21596	0.58549
100	ADA	20	43248160	43280376	92	939042	-0.4016	0.65601
8839	CCN5	20	43343493	43356453	22	923973	-0.074392	0.52965
60598	KCNK15	20	43374488	43380954	20	930659	-0.7954	0.78681
140730	RIMS4	20	43380445	43438979	117	943114	-2.6633	0.99613
7529	YWHAB	20	43514240	43537173	50	959065	-0.6306	0.73585
80336	PABPC1L	20	43538701	43587585	117	941061	-1.2694	0.89784
10953	TOMM34	20	43570771	43589114	32	924160	-0.7468	0.77241
6789	STK4	20	43595120	43708600	248	960756	0.68851	0.24557
3787	KCNS1	20	43720950	43729753	19	936806	-0.39921	0.65513
149708	WFDC5	20	43738093	43743813	24	939465	1.3052	0.095913
128488	WFDC12	20	43752067	43753106	4	983895	2.1918	0.014195
5266	PI3	20	43803540	43805185	15	978521	0.79508	0.21328
6406	SEMG1	20	43835605	43838414	7	964530	1.1658	0.12185
6407	SEMG2	20	43850010	43853099	11	983449	1.3989	0.080914
6590	SLPI	20	43880880	43883205	13	945109	1.9623	0.024863
8785	MATN4	20	43922086	43937206	55	981344	1.7221	0.042524
11317	RBPJL	20	43935483	43946464	27	955279	0.45952	0.32293
6385	SDC4	20	43953928	43977064	82	959885	4.0139	2.9863e-05
90196	SYS1	20	43988660	44005442	38	967872	-0.079346	0.53162
27296	TP53TG5	20	44002520	44009937	16	954659	-0.70064	0.75824
55861	DBNDD2	20	44034633	44039250	7	930433	-0.45244	0.67452
51604	PIGT	20	44044707	44054885	22	924608	0.047146	0.4812
10406	WFDC2	20	44098229	44110172	44	962412	-0.61435	0.73051
10816	SPINT3	20	44141101	44144264	10	956517	1.2451	0.10654
140870	WFDC6	20	44162836	44168134	17	942545	1.332	0.091437
100526773	EPPIN-WFDC6	20	44164919	44176065	60	879844	1.3161	0.09407
57119	EPPIN	20	44169265	44176516	49	873911	1.2888	0.098731
90199	WFDC8	20	44179791	44207989	177	981146	0.35275	0.36214
259240	WFDC9	20	44236578	44259907	120	953478	1.7833	0.037269
140832	WFDC10A	20	44258385	44259831	8	983533	1.2372	0.108
259239	WFDC11	20	44277202	44298878	84	927499	2.0513	0.02012
280664	WFDC10B	20	44313290	44333658	66	949614	1.9136	0.027837
164237	WFDC13	20	44330655	44337456	20	966928	0.78608	0.21591
391253	SPINT4	20	44350988	44354335	19	972572	-0.56253	0.71312
140686	WFDC3	20	44402847	44420547	74	964797	1.6427	0.050219
116092	DNTTIP1	20	44420576	44440066	72	935106	2.1749	0.014818
11065	UBE2C	20	44441255	44445596	10	922109	3.1222	0.00089764
7125	TNNC2	20	44451853	44455953	15	956113	2.3144	0.010323
90203	SNX21	20	44462256	44471914	33	964270	2.3423	0.009582
10005	ACOT8	20	44470360	44486048	52	948754	2.2933	0.010914
140831	ZSWIM3	20	44486220	44507770	84	967205	1.7119	0.043461
90204	ZSWIM1	20	44509581	44513905	17	937269	1.7497	0.040089
128497	SPATA25	20	44515125	44517245	9	912082	-0.1718	0.5682
140825	NEURL2	20	44517111	44519926	8	960979	1.6383	0.050677
5476	CTSA	20	44519591	44527459	21	969231	1.7317	0.041665
5360	PLTP	20	44527259	44541003	39	944062	0.89213	0.18616
63935	PCIF1	20	44563313	44576732	40	953227	0.14091	0.44397
63925	ZNF335	20	44577292	44601560	73	978362	-0.22596	0.58938
4318	MMP9	20	44637547	44645200	28	945798	2.4844	0.0064885
57468	SLC12A5	20	44650329	44688789	148	968527	1.2251	0.11027
57727	NCOA5	20	44689624	44718580	66	962964	-0.3423	0.63394
958	CD40	20	44746899	44758384	33	947963	1.5395	0.061847
64405	CDH22	20	44802372	44937137	368	941900	-1.5063	0.934
51006	SLC35H1	20	44978167	44993097	22	919539	0.038269	0.48474
63916	ELMO2	20	44994689	45035690	52	929568	0.094114	0.46251
55713	ZNF334	20	45128269	45142198	25	956498	-0.45452	0.67527
128506	OCSTAMP	20	45169670	45179213	32	935432	-0.70014	0.75808
64849	SLC13A3	20	45186462	45313124	335	944452	0.98186	0.16308
112858	TP53RK	20	45313004	45318301	13	962028	-1.3017	0.90349
81031	SLC2A10	20	45338279	45364986	69	953483	0.98992	0.16111
2139	EYA2	20	45523263	45817492	1057	944052	0.4897	0.31217
23613	ZMYND8	20	45837994	45985485	220	929476	1.0219	0.15341
8202	NCOA3	20	46130601	46285621	373	958761	1.5166	0.064679
55959	SULF2	20	46286150	46415360	582	946660	-0.39801	0.65469
57580	PREX1	20	47240787	47444420	727	972455	1.3952	0.081472
10564	ARFGEF2	20	47538250	47653230	281	964007	1.2012	0.11484
1434	CSE1L	20	47662783	47713497	133	963322	1.3209	0.093263
6780	STAU1	20	47729876	47804907	175	960861	0.45432	0.3248
55661	DDX27	20	47835832	47860614	92	968031	0.11101	0.4558
57169	ZNFX1	20	47862437	47894756	116	980766	0.043309	0.48273
3745	KCNB1	20	47988505	48099181	450	963817	1.0231	0.15312
5740	PTGIS	20	48120411	48184707	139	920506	1.6331	0.051223
9334	B4GALT5	20	48249482	48330421	207	958953	-1.1345	0.87171
23315	SLC9A8	20	48429250	48508779	256	971583	2.2767	0.011403
9825	SPATA2	20	48519928	48532080	40	955330	2.8354	0.0022883
55905	RNF114	20	48552914	48570422	44	963916	2.929	0.0017001
6615	SNAI1	20	48599513	48605423	29	948611	0.80728	0.20975
7335	UBE2V1	20	48697661	48732496	69	968016	-2.4908	0.99363
387522	PEDS1-UBE2V1	20	48697661	48770335	132	961200	-2.6017	0.99536
387521	PEDS1	20	48740274	48770335	50	945075	-2.2959	0.98916
1051	CEBPB	20	48807120	48809227	1	961734	-1.206	0.8861
100506115	PELATON	20	48884023	48896332	41	947332	0.14825	0.44107
5770	PTPN1	20	49126858	49201299	192	970241	0.35073	0.3629
140876	RIPOR3	20	49202645	49308277	357	932741	2.0769	0.018905
84612	PARD6B	20	49347923	49373333	68	970471	0.30839	0.37889
55653	BCAS4	20	49411467	49493714	291	946145	-0.1292	0.5514
23394	ADNP	20	49505585	49547527	96	950691	-0.44299	0.67111
8813	DPM1	20	49551404	49575081	33	951071	-0.26763	0.60551
27304	MOCS3	20	49575351	49578400	3	902086	1.2583	0.10414
3755	KCNG1	20	49620193	49639675	55	926917	0.51882	0.30194
4773	NFATC2	20	50003494	50179370	537	941023	1.111	0.13329
10079	ATP9A	20	50213314	50384908	849	963236	1.1014	0.13537
57167	SALL4	20	50400551	50419059	80	972151	-1.9212	0.97265
55734	ZFP64	20	50700550	50808524	429	949949	-0.9933	0.83972
128553	TSHZ2	20	51588946	52111869	1638	940986	-0.96818	0.83352
7764	ZNF217	20	52183610	52210801	68	921443	0.61395	0.26962
8537	BCAS1	20	52560079	52687304	692	963658	2.8969	0.0018846
1591	CYP24A1	20	52769985	52790516	108	967130	6.1094	5e-10
5203	PFDN4	20	52824502	52836492	40	918337	-0.91517	0.81995
55816	DOK5	20	53092266	53267710	457	949427	1.7825	0.037332
140689	CBLN4	20	54572413	54580528	8	922305	0.90566	0.18256
4159	MC3R	20	54823788	54824871	2	993708	0.68193	0.24764
116151	MIMS2	20	54933983	54943719	38	954682	1.0003	0.15858
